year_film,year_award,ceremony,category,nominee,film,win,reducedString,tconst,primaryTitle,originalTitle
1998,1999,56,Best Performance by an Actor in a Supporting Role in any Motion Picture,Donald Sutherland,Without Limits,False,without limits,tt0119934,Without Limits,Without Limits
1998,1999,56,Best Screenplay - Motion Picture,Todd Solondz,Happiness,False,happiness,tt0147612,Happiness,Happiness
1998,1999,56,Best Original Score - Motion Picture,Jerry Goldsmith,Mulan,False,mulan,tt0120762,Mulan,Mulan
1998,1999,56,Best Original Score - Motion Picture,Jerry Goldsmith,Mulan,False,mulan,tt14144488,Mu-Lan,Mu-Lan
1998,1999,56,Best Original Score - Motion Picture,Randy Newman,A Bug's Life,False,a bugs life,tt0120623,A Bug's Life,A Bug's Life
1998,1999,56,Best Original Score - Motion Picture,Hans Zimmer,The Prince of Egypt,False,prince of egypt,tt0120794,The Prince of Egypt,The Prince of Egypt
1998,1999,56,Best Original Song - Motion Picture,"""Uninvited"", Alanis Morissette",City of Angels,False,city of angels,tt0120632,City of Angels,City of Angels
1998,1999,56,Best Original Song - Motion Picture,"""The Flame Still Burns"", Mick Jones, Marti Frederiksen, Chris Difford",Still Crazy,False,still crazy,tt0149151,Still Crazy,Still Crazy
1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Angelina Jolie,Gia,True,gia,tt7154136,G.I.A.,G.I.A.
1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Miranda Richardson,Merlin,False,merlin,tt0102437,Merlín,Merlín
1998,1999,56,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Miranda Richardson,Merlin,False,merlin,tt0104855,Merlin,Merlin
1998,1999,56,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Patrick Stewart,Moby Dick,False,moby dick,tt0452823,Moby Dick,Moby Dick
1998,1999,56,Best Performance by an Actress In A Television Series - Drama,Keri Russell,Felicity,True,felicity,tt0079144,Felicity,Felicity
1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,Christina Applegate,Jesse,False,jesse,tt1653203,Jesse,Jesse
1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker,Sex and The City,False,sex and city,tt1000774,Sex and the City,Sex and the City
1998,1999,56,Best Performance by an Actress in a Television Series - Musical or Comedy,Laura San Giacomo,Just Shoot Me!,False,just shoot me,tt2002744,Just Shoot Me,Just Shoot Me
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Hilary Swank,Boys Don't Cry,True,boys dont cry,tt0171804,Boys Don't Cry,Boys Don't Cry
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,The End of the Affair,False,end of affair,tt0172396,The End of the Affair,The End of the Affair
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,Music of the Heart,False,music of heart,tt0166943,Music of the Heart,Music of the Heart
1999,2000,57,Best Performance by an Actress in a Motion Picture - Drama,Annette Bening,American Beauty,False,american beauty,tt0169547,American Beauty,American Beauty
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,The Insider,False,insider,tt0140352,The Insider,The Insider
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Matt Damon,The Talented Mr. Ripley,False,talented mr ripley,tt0134119,The Talented Mr. Ripley,The Talented Mr. Ripley
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Richard Farnsworth,The Straight Story,False,straight story,tt0166896,The Straight Story,The Straight Story
1999,2000,57,Best Performance by an Actor in a Motion Picture - Drama,Richard Farnsworth,The Straight Story,False,straight story,tt0976216,Straight Story,Straight Story
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Janet McTeer,Tumbleweeds,True,tumbleweeds,tt0161023,Tumbleweeds,Tumbleweeds
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts,Notting Hill,False,notting hill,tt0125439,Notting Hill,Notting Hill
1999,2000,57,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,Election,False,election,tt0126886,Election,Election
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jim Carrey,Man on the Moon,True,man on moon,tt0125664,Man on the Moon,Man on the Moon
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Sean Penn,Sweet and Lowdown,False,sweet and lowdown,tt0158371,Sweet and Lowdown,Sweet and Lowdown
1999,2000,57,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert De Niro,Analyze This,False,analyze this,tt0122933,Analyze This,Analyze This
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Angelina Jolie,"Girl, Interrupted",True,girl interrupted,tt0172493,"Girl, Interrupted","Girl, Interrupted"
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cameron Diaz,Being John Malkovich,False,being john malkovich,tt0120601,Being John Malkovich,Being John Malkovich
1999,2000,57,Best Performance by an Actress in a Supporting Role in any Motion Picture,Natalie Portman,Anywhere But Here,False,anywhere but here,tt0149691,Anywhere But Here,Anywhere But Here
1999,2000,57,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Cruise,Magnolia,True,magnolia,tt0175880,Magnolia,Magnolia
1999,2000,57,Best Original Score - Motion Picture,John Williams,Angela's Ashes,False,angelas ashes,tt0145653,Angela's Ashes,Angela's Ashes
1999,2000,57,Best Original Score - Motion Picture,George Fenton,Anna and the King,False,anna and king,tt0166485,Anna and the King,Anna and the King
1999,2000,57,Best Original Score - Motion Picture,Jocelyn Pook,Eyes Wide Shut,False,eyes wide shut,tt0120663,Eyes Wide Shut,Eyes Wide Shut
1999,2000,57,Best Original Song - Motion Picture,"""You'll Be In My Heart"", Phil Collins",Tarzan,True,tarzan,tt0120855,Tarzan,Tarzan
1999,2000,57,Best Original Song - Motion Picture,"When She Loved Me, Randy Newman",Toy Story 2,False,toy story ii,tt0120363,Toy Story 2,Toy Story 2
1999,2000,57,Best Original Song - Motion Picture,"""Beautiful Stranger"", Madonna, William Orbit",Austin Powers: The Spy Who Shagged Me,False,austin powers spy who shagged me,tt0145660,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Leelee Sobieski,Joan of Arc,False,joan of arc,tt0151137,The Messenger: The Story of Joan of Arc,Joan of Arc
1999,2000,57,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Leelee Sobieski,Joan of Arc,False,joan of arc,tt5167170,Joan of Arc,Joan of Arc
1999,2000,57,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Tom Sizemore,Witness Protection,False,witness protection,tt15125712,Witness Protection,Witness Protection
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,Julia Roberts,Erin Brockovich,True,erin brockovich,tt0195685,Erin Brockovich,Erin Brockovich
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,Laura Linney,You Can Count On Me,False,you can count on me,tt0203230,You Can Count on Me,You Can Count on Me
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,Björk,Dancer In The Dark,False,dancer in dark,tt0168629,Dancer in the Dark,Dancer in the Dark
2000,2001,58,Best Performance by an Actress in a Motion Picture - Drama,Ellen Burstyn,Requiem For a Dream,False,requiem for a dream,tt0180093,Requiem for a Dream,Requiem for a Dream
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,Cast Away,True,cast away,tt0162222,Cast Away,Cast Away
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,Javier Bardem,Before Night Falls,False,before night falls,tt0247196,Before Night Falls,Before Night Falls
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,Gladiator,False,gladiator,tt0104346,Gladiator,Gladiator
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,Michael Douglas,Wonder Boys,False,wonder boys,tt0185014,Wonder Boys,Wonder Boys
2000,2001,58,Best Performance by an Actor in a Motion Picture - Drama,Geoffrey Rush,Quills,False,quills,tt0180073,Quills,Quills
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Nurse Betty,True,nurse betty,tt0171580,Nurse Betty,Nurse Betty
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Juliette Binoche,Chocolat,False,chocolat,tt0094868,Chocolat,Chocolat
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Brenda Blethyn,Saving Grace,False,saving grace,tt0091895,Saving Grace,Saving Grace
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Brenda Blethyn,Saving Grace,False,saving grace,tt6508352,Saving Graçe,Saving Graçe
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sandra Bullock,Miss Congeniality,False,miss congeniality,tt0212346,Miss Congeniality,Miss Congeniality
2000,2001,58,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tracey Ullman,Small Time Crooks,False,small time crooks,tt0196216,Small Time Crooks,Small Time Crooks
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Clooney,"O Brother, Where Art Thou?",True,o brother where art thou,tt0190590,"O Brother, Where Art Thou?","O Brother, Where Art Thou?"
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mel Gibson,What Women Want,False,what women want,tt0207201,What Women Want,What Women Want
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Cusack,High Fidelity,False,high fidelity,tt0095301,High Fidelity,High Fidelity
2000,2001,58,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert De Niro,Meet The Parents,False,meet parents,tt0104844,Meet the Parents,Meet the Parents
2000,2001,58,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Hudson,Almost Famous,True,almost famous,tt0181875,Almost Famous,Almost Famous
2000,2001,58,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julie Walters,Billy Elliot,False,billy elliot,tt0249462,Billy Elliot,Billy Elliot
2000,2001,58,Best Performance by an Actress in a Supporting Role in any Motion Picture,Catherine Zeta-Jones,Traffic,False,traffic,tt0181865,Traffic,Traffic
2000,2001,58,Best Performance by an Actor in a Supporting Role in any Motion Picture,Willem Dafoe,Shadow of the Vampire,False,shadow of vampire,tt0189998,Shadow of the Vampire,Shadow of the Vampire
2000,2001,58,Best Director - Motion Picture,István Szabó,Sunshine,False,sunshine,tt0145503,Sunshine,Sunshine
2000,2001,58,Best Director - Motion Picture,István Szabó,Sunshine,False,sunshine,tt2083347,Blood Eclipse,Sunshine
2000,2001,58,Best Original Score - Motion Picture,Ennio Morricone,Malèna,False,malena,tt0213847,Malena,Malèna
2000,2001,58,Best Original Score - Motion Picture,Larry Paxton,All The Pretty Horses,False,all pretty horses,tt0149624,All the Pretty Horses,All the Pretty Horses
2000,2001,58,Best Original Song - Motion Picture,"""My Funny Friend and Me"", Sting, Dave Hartley",The Emperor's New Groove,False,emperors new groove,tt0120917,The Emperor's New Groove,The Emperor's New Groove
2000,2001,58,Best Original Song - Motion Picture,"""When You Come Back To Me Again"", Garth Brooks, Jenny Yates",Frequency,False,frequency,tt0186151,Frequency,Frequency
2000,2001,58,Best Original Song - Motion Picture,"""When You Come Back To Me Again"", Garth Brooks, Jenny Yates",Frequency,False,frequency,tt10163376,The Frequency,The Frequency
2000,2001,58,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Frances O'Connor,Madame Bovary,False,madame bovary,tt0102368,Madame Bovary,Madame Bovary
2000,2001,58,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Alec Baldwin,Nuremberg,False,nuremberg,tt0117216,Nuremberg,Nuremberg
2000,2001,58,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,James Woods,Dirty Pictures,False,dirty pictures,tt1592855,Dirty Pictures,Dirty Pictures
2000,2001,58,Best Performance by an Actress In A Television Series - Drama,Jessica Alba,Dark Angel,False,dark angel,tt0099817,Dark Angel,Dark Angel
2000,2001,58,Best Performance by an Actress In A Television Series - Drama,Jessica Alba,Dark Angel,False,dark angel,tt0124333,The Dark Angel,The Dark Angel
2000,2001,58,Best Performance by an Actress In A Television Series - Drama,Sarah Michelle Gellar,Buffy the Vampire Slayer,False,buffy vampire slayer,tt0103893,Buffy the Vampire Slayer,Buffy the Vampire Slayer
2000,2001,58,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Faye Dunaway,Running Mates,False,running mates,tt0089942,Running Mates,Running Mates
2000,2001,58,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christopher Plummer,American Tragedy,False,american tragedy,tt10914182,American Tragedy,American Tragedy
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Sissy Spacek,In the Bedroom,True,in bedroom,tt0247425,In the Bedroom,In the Bedroom
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Halle Berry,Monster's Ball,False,monsters ball,tt0285742,Monster's Ball,Monster's Ball
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Iris,False,iris,tt0097591,Iris,Iris
2001,2002,59,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench,Iris,False,iris,tt5598110,In the Shadow of Iris,Iris
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Russell Crowe,A Beautiful Mind,True,a beautiful mind,tt0268978,A Beautiful Mind,A Beautiful Mind
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Kevin Spacey,The Shipping News,False,shipping news,tt0120824,The Shipping News,The Shipping News
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Will Smith,Ali,False,ali,tt0248667,Ali,Ali
2001,2002,59,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Training Day,False,training day,tt0139654,Training Day,Training Day
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Renée Zellweger,Bridget Jones's Diary,False,bridget joness diary,tt0243155,Bridget Jones's Diary,Bridget Jones's Diary
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Thora Birch,Ghost World,False,ghost world,tt0162346,Ghost World,Ghost World
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cate Blanchett,Bandits,False,bandits,tt0118682,Bandits,Bandits
2001,2002,59,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon,Legally Blonde,False,legally blonde,tt0250494,Legally Blonde,Legally Blonde
2001,2002,59,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,Kate & Leopold,False,kate leopold,tt0035423,Kate & Leopold,Kate & Leopold
2001,2002,59,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Cameron Mitchell,Hedwig and the Angry Inch,False,hedwig and angry inch,tt0248845,Hedwig and the Angry Inch,Hedwig and the Angry Inch
