year_film,year_ceremony,ceremony,category,name,film,winner,date,reducedString,tconst,primaryTitle,originalTitle
1927,1928,1,ACTOR,Richard Barthelmess,The Noose,False,1927,noose,tt7978076,The Noose,The Noose
1927,1928,1,ACTOR,Richard Barthelmess,The Noose,False,1927,noose,tt9881572,Noose,Noose
1927,1928,1,ART DIRECTION,Rochus Gliese,Sunrise,False,1927,sunrise,tt2385227,Sunrise,Sunrise
1927,1928,1,ART DIRECTION,William Cameron Menzies,The Dove;,True,1927,dove,tt0071438,The Dove,The Dove
1927,1928,1,ART DIRECTION,William Cameron Menzies,The Dove;,True,1927,dove,tt0223164,Dove,Dove
1927,1928,1,ENGINEERING EFFECTS,Roy Pomeroy,Wings,True,1927,wings,tt2406100,Wings,Wings
1927,1928,1,OUTSTANDING PICTURE,The Caddo Company,The Racket,False,1927,racket,tt8169450,The Racket,The Racket
1927,1928,1,OUTSTANDING PICTURE,The Caddo Company,The Racket,False,1927,racket,tt8359858,Racket,Racket
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Paramount Famous Lasky,Chang,False,1927,chang,tt0401312,Downfall,Chang
1927,1928,1,WRITING (Adaptation),Alfred Cohn,The Jazz Singer,False,1927,jazz singer,tt0080948,The Jazz Singer,The Jazz Singer
1927,1928,1,WRITING (Original Story),Ben Hecht,Underworld,True,1927,underworld,tt0090233,Underworld,Underworld
1927,1928,1,WRITING (Original Story),Ben Hecht,Underworld,True,1927,underworld,tt8108098,The Underworld,The Underworld
1928,1929,2,ACTOR,Chester Morris,Alibi,False,1928,alibi,tt0409681,Lies and Alibis,The Alibi
1928,1929,2,ACTOR,Chester Morris,Alibi,False,1928,alibi,tt0469876,Alibi,Alibi
1928,1929,2,ACTOR,Paul Muni,The Valiant,False,1928,valiant,tt0361089,Valiant,Valiant
1928,1929,2,ACTOR,Lewis Stone,The Patriot,False,1928,patriot,tt0091734,The Patriot,The Patriot
1928,1929,2,ACTOR,Lewis Stone,The Patriot,False,1928,patriot,tt0297330,Patriot,Patriot
1928,1929,2,ACTRESS,Ruth Chatterton,Madame X,False,1928,madame x,tt0143543,Madame X,Madame X
1928,1929,2,ACTRESS,Betty Compson,The Barker,False,1928,barker,tt7550632,The Barker,The Barker
1928,1929,2,ACTRESS,Jeanne Eagels,The Letter,False,1928,letter,tt0266721,The Letter,The Letter
1928,1929,2,ART DIRECTION,Cedric Gibbons,The Bridge of San Luis Rey,True,1928,bridge of san luis rey,tt0356443,The Bridge of San Luis Rey,The Bridge of San Luis Rey
1928,1929,2,ART DIRECTION,Mitchell Leisen,Dynamite,False,1928,dynamite,tt0136096,Dynamite,Dynamite
1928,1929,2,WRITING,Elliott Clawson,The Cop;,False,1928,cop,tt0092783,Cop,Cop
1928,1929,2,WRITING,Elliott Clawson,The Cop;,False,1928,cop,tt14459300,Çöp,Çöp
1929,1930,3,ACTOR,George Arliss,The Green Goddess,False,1929,green goddess,tt1520421,The Green Goddess,The Green Goddess
1929,1930,3,ACTOR,Wallace Beery,The Big House,False,1929,big house,tt0205773,The Big House,The Big House
1929,1930,3,ACTOR,Wallace Beery,The Big House,False,1929,big house,tt11667868,Big House,Big House
1929,1930,3,ACTRESS,Gloria Swanson,The Trespasser,False,1929,trespasser,tt3065296,The Trespasser,The Trespasser
1929,1930,3,ART DIRECTION,(Jack Okey),Sally,False,1929,sally,tt0284451,Sally,Sally
1929,1930,3,CINEMATOGRAPHY,"(Gaetano Gaudio), (Harry Perry)",Hell's Angels,False,1929,hells angels,tt13544642,Hell's Angels,Hell's Angels
1929,1930,3,SOUND RECORDING,"(United Artists Studio Sound Department, Oscar Lagerstrom, Sound Director)",Raffles,False,1929,raffles,tt0189957,Raffles,Raffles
1930,1931,4,ACTOR,Jackie Cooper,Skippy,False,1930,skippy,tt0105422,Skippy,Skippy
1930,1931,4,ACTOR,Adolphe Menjou,The Front Page,False,1930,front page,tt0071524,The Front Page,The Front Page
1930,1931,4,ACTRESS,Marlene Dietrich,Morocco,False,1930,morocco,tt0211527,Morocco,Morocco
1930,1931,4,ACTRESS,Ann Harding,Holiday,False,1930,holiday,tt0457939,The Holiday,The Holiday
1930,1931,4,ACTRESS,Ann Harding,Holiday,False,1930,holiday,tt0461062,Holiday,Holiday
1930,1931,4,ART DIRECTION,Anton Grot,Svengali,False,1930,svengali,tt2262175,Svengali,Svengali
1930,1931,4,CINEMATOGRAPHY,Charles Lang,The Right to Love,False,1930,right to love,tt2577452,Right to Love,Right to Love
1930,1931,4,CINEMATOGRAPHY,Floyd Crosby,Tabu,True,1930,tabu,tt0076792,Taboo,Tabu
1930,1931,4,CINEMATOGRAPHY,Floyd Crosby,Tabu,True,1930,tabu,tt0096210,Tabu,Tabu
1930,1931,4,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Trader Horn,False,1930,trader horn,tt0070823,Trader Horn,Trader Horn
1930,1931,4,WRITING (Original Story),"Harry d'Abbadie d'Arrast, Douglas Doty, Donald Ogden Stewart",Laughter,False,1930,laughter,tt2269544,Laughter,Laughter
1930,1931,4,WRITING (Original Story),"John Bright, Kubec Glasmon",The Public Enemy,False,1930,public enemy,tt0210240,Public Enemy,Public Enemy
1930,1931,4,WRITING (Original Story),"John Bright, Kubec Glasmon",The Public Enemy,False,1930,public enemy,tt11377510,The Public Enemy,The Public Enemy
1930,1931,4,WRITING (Original Story),"Lucien Hubbard, Joseph Jackson",Smart Money,False,1930,smart money,tt0096123,Smart Money,Smart Money
1931,1932,5,ACTOR,Wallace Beery,The Champ,True,1931,champ,tt0078950,The Champ,The Champ
1931,1932,5,ACTOR,Wallace Beery,The Champ,True,1931,champ,tt12287366,Champ,Champ
1931,1932,5,ACTOR,Fredric March,Dr. Jekyll and Mr. Hyde,True,1931,dr jekyll and mr hyde,tt3132614,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde
1931,1932,5,ACTRESS,Marie Dressler,Emma,False,1931,emma,tt0116191,Emma,Emma
1931,1932,5,ACTRESS,Marie Dressler,Emma,False,1931,emma,tt2969056,Emma!,Emma!
1931,1932,5,ACTRESS,Marie Dressler,Emma,False,1931,emma,tt9214832,Emma.,Emma.
1931,1932,5,DIRECTING,Frank Borzage,Bad Girl,True,1931,bad girl,tt0131904,Bad Girl,Bad Girl
1931,1932,5,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Grand Hotel,True,1931,grand hotel,tt5195390,Grand Hotel,Grand Hotel
1931,1932,5,SHORT SUBJECT (Comedy),"Hal Roach, Producer",The Music Box,True,1931,music box,tt0100211,Music Box,Music Box
1931,1932,5,SHORT SUBJECT (Comedy),"Hal Roach, Producer",The Music Box,True,1931,music box,tt5553962,The Music Box,The Music Box
1932,1933,6,ACTRESS,Katharine Hepburn,Morning Glory,True,1932,morning glory,tt0107604,Morning Glory,Morning Glory
1932,1933,6,ACTRESS,Diana Wynyard,Cavalcade,False,1932,cavalcade,tt0427047,Cavalcade,Cavalcade
1932,1933,6,DIRECTING,George Cukor,Little Women,False,1932,little women,tt0110367,Little Women,Little Women
1932,1933,6,OUTSTANDING PRODUCTION,Warner Bros.,42nd Street,False,1932,iviind street,tt13020194,42nd Street,42nd Street
1932,1933,6,SHORT SUBJECT (Novelty),"Joe Rock, Producer",Krakatoa,True,1932,krakatoa,tt3690918,Krakatoa,Krakatoa
1932,1933,6,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Menu,False,1932,menu,tt9764362,The Menu,The Menu
1932,1933,6,SHORT SUBJECT (Novelty),Educational,The Sea,False,1932,sea,tt0276473,Sea,Sea
1932,1933,6,SHORT SUBJECT (Novelty),Educational,The Sea,False,1932,sea,tt1754708,The Sea,The Sea
1932,1933,6,SHORT SUBJECT (Novelty),Educational,The Sea,False,1932,sea,tt28507794,Bird,Sea
1934,1935,7,ACTOR,Clark Gable,It Happened One Night,True,1934,it happened one night,tt0444196,It Happened One Night,It Happened One Night
1934,1935,7,ACTOR,William Powell,The Thin Man,False,1934,thin man,tt3415686,The Thin Man,The Thin Man
1934,1935,7,ASSISTANT DIRECTOR,Cullen Tate,Cleopatra,False,1934,cleopatra,tt0346765,Cleopatra,Cleopatra
1934,1935,7,ASSISTANT DIRECTOR,Cullen Tate,Cleopatra,False,1934,cleopatra,tt0488515,Cleópatra,Cleópatra
1934,1935,7,FILM EDITING,Conrad Nervig,Eskimo,True,1934,eskimo,tt3341414,Eskimo,Eskimo
1934,1935,7,MUSIC (Song),Music by Ralph Rainger; Lyrics by Leo Robin,She Loves Me Not,False,1934,she loves me not,tt2390032,She Loves Me Not,She Loves Me Not
1934,1935,7,SHORT SUBJECT (Comedy),"Kenneth Macgowan, Producer",La Cucaracha,True,1934,la cucaracha,tt0157913,La Cucaracha,La Cucaracha
1934,1935,7,SHORT SUBJECT (Comedy),"Jules White, Producer",Men in Black,False,1934,men in black,tt0119654,Men in Black,Men in Black
1934,1935,7,SHORT SUBJECT (Comedy),"Jules White, Producer",Men in Black,False,1934,men in black,tt31171832,The Men in Black,The Men in Black
1934,1935,7,WRITING (Original Story),Mauri Grashin,Hide-Out,False,1934,hideout,tt0315958,The Hideout,The Hideout
1934,1935,7,WRITING (Original Story),Mauri Grashin,Hide-Out,False,1934,hideout,tt10899402,Hideout,Hideout
1935,1936,8,ACTOR,Victor McLaglen,The Informer,True,1935,informer,tt1833116,The Informer,The Informer
1935,1936,8,ACTRESS,Elisabeth Bergner,Escape Me Never,False,1935,escape me never,tt0136804,Escape Me Never,Escape Me Never
1935,1936,8,ACTRESS,Bette Davis,Dangerous,True,1935,dangerous,tt0109536,The Dangerous,The Dangerous
1935,1936,8,ACTRESS,Bette Davis,Dangerous,True,1935,dangerous,tt12856788,Dangerous,Dangerous
1935,1936,8,ACTRESS,Merle Oberon,The Dark Angel,False,1935,dark angel,tt0099817,Dark Angel,Dark Angel
1935,1936,8,ACTRESS,Merle Oberon,The Dark Angel,False,1935,dark angel,tt0124333,The Dark Angel,The Dark Angel
1935,1936,8,ART DIRECTION,"Van Nest Polglase, Carroll Clark",Top Hat,False,1935,top hat,tt6419526,Top Hat,Top Hat
1935,1936,8,ASSISTANT DIRECTOR,Eric Stacey,Les Miserables,False,1935,les miserables,tt0084340,Les Misérables,Les misérables
1935,1936,8,ASSISTANT DIRECTOR,Eric Stacey,Les Miserables,False,1935,les miserables,tt3454604,Les misérables,Les misérables
1935,1936,8,ASSISTANT DIRECTOR,Sherry Shourds,A Midsummer Night's Dream,False,1935,a midsummer nights dream,tt0117043,A Midsummer Night's Dream,A Midsummer Night's Dream
1935,1936,8,ASSISTANT DIRECTOR,Sherry Shourds,A Midsummer Night's Dream,False,1935,a midsummer nights dream,tt3812730,Julie Taymor's A Midsummer Night's Dream,A Midsummer Night's Dream
1935,1936,8,CINEMATOGRAPHY,Victor Milner,The Crusades,False,1935,crusades,tt14827898,The Crusades,The Crusades
1935,1936,8,DANCE DIRECTION,Benjamin Zemach,She,False,1935,she,tt0090009,She,She
1935,1936,8,DANCE DIRECTION,Benjamin Zemach,She,False,1935,she,tt11275008,S.H.E.,S.H.E.
1935,1936,8,DANCE DIRECTION,Benjamin Zemach,She,False,1935,she,tt22023956,(S)he,(S)he
1935,1936,8,DANCE DIRECTION,Benjamin Zemach,She,False,1935,she,tt26733855,#SHE,#SHE
1935,1936,8,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh,Roberta,False,1935,roberta,tt0138750,Roberta,Roberta
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Who Killed Cock Robin?,False,1935,who killed cock robin,tt0436941,Who Killed Cock Robin?,Who Killed Cock Robin?
1935,1936,8,SHORT SUBJECT (Comedy),"Hal Roach, Producer",Tit for Tat,False,1935,tit for tat,tt26458104,Tit for Tat,Tit for Tat
1935,1936,8,SOUND RECORDING,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",Bride of Frankenstein,False,1935,bride of frankenstein,tt3402260,The Bride of Frankenstein,The Bride of Frankenstein
1935,1936,8,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",I Dream Too Much,False,1935,i dream too much,tt3474978,I Dream Too Much,I Dream Too Much
1935,1936,8,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Love Me Forever,False,1935,love me forever,tt1119190,Love Me Forever,Love Me Forever
1935,1936,8,WRITING (Original Story),Gregory Rogers,G-Men,False,1935,gmen,tt27501845,G-Men,G-Men
1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,True,1935,scoundrel,tt1718929,The Scoundrel,The Scoundrel
1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,True,1935,scoundrel,tt4332084,Scoundrel,Scoundrel
1936,1937,9,ACTOR,Spencer Tracy,San Francisco,False,1936,san francisco,tt29340389,San Francisco,San Francisco
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,True,1936,come and get it,tt2061617,Come - And Get It,Come - And Get It
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,False,1936,romeo and juliet,tt11111564,Romeo and Juliet,Romeo and Juliet
1936,1937,9,ASSISTANT DIRECTOR,Clem Beauchamp,The Last of the Mohicans,False,1936,last of mohicans,tt0104691,The Last of the Mohicans,The Last of the Mohicans
1936,1937,9,DANCE DIRECTION,Dave Gould,Born to Dance,False,1936,born to dance,tt3951190,Born to Dance,Born to Dance
1936,1937,9,DANCE DIRECTION,Jack Haskell,One in a Million,False,1936,one in a million,tt1249437,One in a Million,One in a Million
1936,1937,9,MUSIC (Song),Music by Arthur Johnston; Lyrics by Johnny Burke,Pennies from Heaven,False,1936,pennies from heaven,tt0082894,Pennies from Heaven,Pennies from Heaven
1936,1937,9,SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,True,1936,give me liberty,tt4169146,Give Me Liberty,Give Me Liberty
1936,1937,9,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers,False,1936,texas rangers,tt0193560,Texas Rangers,Texas Rangers
1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,False,1936,fury,tt0069949,Fury,Fury
1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,False,1936,fury,tt0077588,The Fury,The Fury
1937,1938,10,ACTOR,Charles Boyer,Conquest,False,1937,conquest,tt0085356,Conquest,Conquest
1937,1938,10,ACTOR,Fredric March,A Star Is Born,False,1937,a star is born,tt0075265,A Star Is Born,A Star Is Born
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False,1937,hurricane,tt0079319,Hurricane,Hurricane
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False,1937,hurricane,tt0119338,Hurricane Streets,Hurricane
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False,1937,hurricane,tt0174856,The Hurricane,The Hurricane
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False,1937,hurricane,tt7515456,Mission of Honor,Hurricane
1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,False,1937,lost horizon,tt0070337,Lost Horizon,Lost Horizon
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,False,1937,topper,tt0214204,Topper,Topper
1937,1938,10,ACTRESS,Greta Garbo,Camille,False,1937,camille,tt0360448,Camille,Camille
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,False,1937,dead end,tt0131260,Dead End,Dead End
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,False,1937,dead end,tt19474866,The Dead End,The Dead End
1937,1938,10,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,False,1937,prisoner of zenda,tt0079753,The Prisoner of Zenda,The Prisoner of Zenda
1937,1938,10,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,False,1937,prisoner of zenda,tt0366922,Prisoner of Zenda,Prisoner of Zenda
1937,1938,10,DANCE DIRECTION,Harry Losee,Thin Ice,False,1937,thin ice,tt0111413,Thin Ice,Thin Ice
1937,1938,10,MUSIC (Scoring),"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)",Make a Wish,False,1937,make a wish,tt10497960,Make a Wish,Make a Wish
1937,1938,10,MUSIC (Scoring),"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)",Make a Wish,False,1937,make a wish,tt8832928,Make A Wish,Make A Wish
1937,1938,10,MUSIC (Scoring),"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",Snow White and the Seven Dwarfs,False,1937,snow white and seven dwarfs,tt7821084,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs
1937,1938,10,MUSIC (Scoring),"Grand National Studio Music Department, C. Bakaleinikoff, musical director  (Score by Victor Schertzinger)",Something to Sing About,False,1937,something to sing about,tt6573608,Something to Sing About,Something to Sing About
1937,1938,10,MUSIC (Song),Music by George Gershwin; Lyrics by Ira Gershwin,Shall We Dance,False,1937,shall we dance,tt0358135,Shall We Dance,Shall We Dance?
1937,1938,10,SHORT SUBJECT (Cartoon),"Charles Mintz, Producer",The Little Match Girl,False,1937,little match girl,tt0085856,The Little Match Girl,The Little Match Girl
1938,1939,11,ACTOR,Robert Donat,The Citadel,False,1938,citadel,tt0831846,Citadel,Citadel
1938,1939,11,ACTOR,Robert Donat,The Citadel,False,1938,citadel,tt4270746,The Citadel,The Citadel
1938,1939,11,ACTOR,Leslie Howard,Pygmalion,False,1938,pygmalion,tt7326432,Pygmalion,Pygmalion
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Robert Morley,Marie Antoinette,False,1938,marie antoinette,tt0422720,Marie Antoinette,Marie Antoinette
1938,1939,11,ACTRESS,Bette Davis,Jezebel,True,1938,jezebel,tt0125277,Jezebel,Jezebel
1938,1939,11,ACTRESS,Margaret Sullavan,Three Comrades,False,1938,three comrades,tt12231752,Three Comrades,Three Comrades
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Miliza Korjus,The Great Waltz,False,1938,great waltz,tt0068662,The Great Waltz,The Great Waltz
1938,1939,11,MUSIC (Original Score),Werner Janssen,Blockade,False,1938,blockade,tt0144110,Blockade,Blockade
1938,1939,11,MUSIC (Original Score),Victor Young,Breaking the Ice,False,1938,breaking ice,tt1076785,Breaking the Ice,Breaking the Ice
1938,1939,11,MUSIC (Original Score),Victor Young,Breaking the Ice,False,1938,breaking ice,tt11483394,Breaking Ice,Breaking Ice
1938,1939,11,MUSIC (Scoring),Herbert Stothart,Sweethearts,False,1938,sweethearts,tt0092036,Sweethearts,Sweethearts
1938,1939,11,MUSIC (Scoring),Marvin Hatley,There Goes My Heart,False,1938,there goes my heart,tt7049978,There Goes My Heart,There Goes My Heart
1938,1939,11,MUSIC (Song),Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,Mannequin,False,1938,mannequin,tt0093493,Mannequin,Mannequin
1938,1939,11,MUSIC (Song),Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,Mannequin,False,1938,mannequin,tt18452734,The Mannequin,The Mannequin
1938,1939,11,MUSIC (Song),Music by Harry Warren; Lyrics by Johnny Mercer,Going Places,False,1938,going places,tt3545308,Going Places,Going Places
1938,1939,11,OUTSTANDING PRODUCTION,Realization D'Art Cinematographique,Grand Illusion,False,1938,grand illusion,tt7270124,Grand Illusion Part II,Grand Illusion
1939,1940,12,ACTOR,Robert Donat,"Goodbye, Mr. Chips",True,1939,goodbye mr chips,tt15907216,"Goodbye, Mr. Chips","Goodbye, Mr. Chips"
1939,1940,12,ACTOR,Clark Gable,Gone with the Wind,False,1939,gone with wind,tt8451354,"Gone, with the Wind","Gone, with the Wind"
1939,1940,12,ACTOR,Laurence Olivier,Wuthering Heights,False,1939,wuthering heights,tt0104181,Wuthering Heights,Wuthering Heights
1939,1940,12,ACTRESS,Irene Dunne,Love Affair,False,1939,love affair,tt0110391,Love Affair,Love Affair
1939,1940,12,ACTRESS,Irene Dunne,Love Affair,False,1939,love affair,tt4202506,The Love Affair,The Love Affair
1939,1940,12,ART DIRECTION,"Jack Otterson, Martin Obzina",First Love,False,1939,first love,tt0076033,First Love,First Love
1939,1940,12,ART DIRECTION,"Jack Otterson, Martin Obzina",First Love,False,1939,first love,tt6967210,Puppy Love,The First Love
1939,1940,12,ART DIRECTION,"Cedric Gibbons, William A. Horning",The Wizard of Oz,False,1939,wizard of oz,tt0131649,The Wizard of Oz,The Wizard of Oz
1939,1940,12,CINEMATOGRAPHY (Black-and-White),Gregg Toland,Intermezzo,False,1939,intermezzo,tt0209047,Intermezzo,Intermezzo
1939,1940,12,CINEMATOGRAPHY (Black-and-White),Gregg Toland,Intermezzo,False,1939,intermezzo,tt2643728,Inter-mezzo,Inter-mezzo
1939,1940,12,CINEMATOGRAPHY (Black-and-White),Norbert Brodine,Of Mice and Men,False,1939,of mice and men,tt0105046,Of Mice and Men,Of Mice and Men
1939,1940,12,CINEMATOGRAPHY (Color),"Georges Perinal, Osmond Borradaile",Four Feathers,False,1939,four feathers,tt0240510,The Four Feathers,The Four Feathers
1939,1940,12,CINEMATOGRAPHY (Color),"William V. Skall, Bernard Knowles",The Mikado,False,1939,mikado,tt0855878,Mikado,Mikado
1939,1940,12,CINEMATOGRAPHY (Color),"William V. Skall, Bernard Knowles",The Mikado,False,1939,mikado,tt12992736,The Mikado,The Mikado
1939,1940,12,CINEMATOGRAPHY (Color),"William V. Skall, Bernard Knowles",The Mikado,False,1939,mikado,tt1301270,House of Cards,Mikado
1939,1940,12,MUSIC (Original Score),Victor Young,Golden Boy,False,1939,golden boy,tt0116432,Golden Boy,Golden Boy
1939,1940,12,MUSIC (Original Score),Victor Young,Gulliver's Travels,False,1939,gullivers travels,tt0076119,Gulliver's Travels,Gulliver's Travels
1939,1940,12,MUSIC (Original Score),"Lud Gluskin, Lucien Moraweck",The Man in the Iron Mask,False,1939,man in iron mask,tt0120744,The Man in the Iron Mask,The Man in the Iron Mask
1939,1940,12,MUSIC (Original Score),"Lud Gluskin, Lucien Moraweck",The Man in the Iron Mask,False,1939,man in iron mask,tt0141574,The Face of Alexandre Dumas: The Man in the Iron Mask,The Man in the Iron Mask
1939,1940,12,MUSIC (Scoring),Alfred Newman,The Hunchback of Notre Dame,False,1939,hunchback of notre dame,tt0116583,The Hunchback of Notre Dame,The Hunchback of Notre Dame
1939,1940,12,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Ugly Duckling,True,1939,ugly duckling,tt0278789,The Ugly Duckling,The Ugly Duckling
1939,1940,12,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Ugly Duckling,True,1939,ugly duckling,tt6792966,Ugly Duckling,Ugly Duckling
1939,1940,12,SHORT SUBJECT (Two-reel),Warner Bros.,Sons of Liberty,True,1939,sons of liberty,tt1087476,Sons of Liberty,Sons of Liberty
1940,1941,13,ACTOR,Laurence Olivier,Rebecca,False,1940,rebecca,tt10430534,Rebecca,Rebecca
1940,1941,13,ACTOR,Laurence Olivier,Rebecca,False,1940,rebecca,tt7690718,RE-BECCA,RE-BECCA
1940,1941,13,ART DIRECTION (Black-and-White),"Lionel Banks, Robert Peterson",Arizona,False,1940,arizona,tt0086912,Arizona,Arizona
1940,1941,13,ART DIRECTION (Black-and-White),"Van Nest Polglase, Mark-Lee Kirk",My Favorite Wife,False,1940,my favorite wife,tt12229534,My Favorite Wife,My Favorite Wife
1940,1941,13,ART DIRECTION (Black-and-White),"Cedric Gibbons, Paul Groesse",Pride and Prejudice,True,1940,pride and prejudice,tt0366920,Pride and Prejudice,Pride and Prejudice
1940,1941,13,ART DIRECTION (Color),"Cedric Gibbons, John S. Detlie",Bitter Sweet,False,1940,bitter sweet,tt0364238,Bitter Sweet,Bitter Sweet
1940,1941,13,CINEMATOGRAPHY (Color),"Arthur Miller, Ray Rennahan",The Blue Bird,False,1940,blue bird,tt0074225,The Blue Bird,The Blue Bird
1940,1941,13,CINEMATOGRAPHY (Color),"Arthur Miller, Ray Rennahan",The Blue Bird,False,1940,blue bird,tt12234928,The Blue bird,The Blue bird
1940,1941,13,CINEMATOGRAPHY (Color),"Arthur Miller, Ray Rennahan",The Blue Bird,False,1940,blue bird,tt13696600,Blue Bird,Blue Bird
1940,1941,13,MUSIC (Original Score),Louis Gruenberg,The Fight for Life,False,1940,fight for life,tt27652628,The Fight for Life,The Fight for Life
1940,1941,13,MUSIC (Original Score),"Leigh Harline, Paul J. Smith, Ned Washington",Pinocchio,True,1940,pinocchio,tt0067061,Pinocchio,Pinocchio
1940,1941,13,MUSIC (Scoring),Anthony Collins,Irene,False,1940,irene,tt0296686,Irène,Irène
1940,1941,13,MUSIC (Scoring),Anthony Collins,Irene,False,1940,irene,tt1426368,Irene,Irène
1940,1941,13,SHORT SUBJECT (Cartoon),Metro-Goldwyn-Mayer,The Milky Way,True,1940,milky way,tt0143674,The Milky Way,The Milky Way
1940,1941,13,SHORT SUBJECT (Cartoon),Metro-Goldwyn-Mayer,The Milky Way,True,1940,milky way,tt3796392,Milky Way,Milky Way
1940,1941,13,SHORT SUBJECT (One-reel),RKO Radio,Siege,False,1940,siege,tt0133952,The Siege,The Siege
1940,1941,13,SHORT SUBJECT (One-reel),RKO Radio,Siege,False,1940,siege,tt17491194,Siege,Siege
1940,1941,13,SPECIAL EFFECTS,Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg,Swiss Family Robinson,False,1940,swiss family robinson,tt0073775,The Swiss Family Robinson,The Swiss Family Robinson
1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Loren Ryder",Typhoon,False,1940,typhoon,tt0237869,Typhoon,Typhoon
1940,1941,13,SPECIAL EFFECTS,"Photographic Effects by Howard J. Lydecker, William Bradford, Ellis J. Thackery; Sound Effects by Herbert Norsch",Women in War,False,1940,women in war,tt8595890,Women in War,Women in war
1941,1942,14,ACTRESS,Bette Davis,The Little Foxes,False,1941,little foxes,tt1272022,Little Foxes,Little Foxes
1941,1942,14,ACTRESS,Joan Fontaine,Suspicion,True,1941,suspicion,tt1648213,Suspicion,Suspicion
1941,1942,14,ART DIRECTION (Black-and-White),Art Direction:  Alexander Golitzen;  Interior Decoration:  Richard Irvine,Sundown,False,1941,sundown,tt15115280,Sundown,Sundown
1941,1942,14,CINEMATOGRAPHY (Color),"William V. Skall, Leonard Smith",Billy the Kid,False,1941,billy kid,tt0971160,Billy the Kid,Billy the Kid
1941,1942,14,DOCUMENTARY (Short Subject),United States Office for Emergency Management Film Unit,Bomber,False,1941,bomber,tt0083675,Bomber,Bomber
1941,1942,14,DOCUMENTARY (Short Subject),British Ministry of Information,Letter from Home,False,1941,letter from home,tt0315624,Letter from Home,Letter from Home
1941,1942,14,MUSIC (Music Score of a Dramatic Picture),Miklos Rozsa,Lydia,False,1941,lydia,tt7114146,Lydia,Lydia
1941,1942,14,MUSIC (Scoring of a Musical Picture),"Frank Churchill, Oliver Wallace",Dumbo,True,1941,dumbo,tt3861390,Dumbo,Dumbo
1941,1942,14,MUSIC (Scoring of a Musical Picture),Anthony Collins,Sunny,False,1941,sunny,tt0083142,Sunny,Sunny
1941,1942,14,SHORT SUBJECT (Cartoon),Metro-Goldwyn-Mayer,The Night before Christmas,False,1941,night before christmas,tt21974146,The Night Before Christmas,The Night Before Christmas
1941,1942,14,SHORT SUBJECT (Cartoon),"Max Fleischer, Producer",Superman,False,1941,superman,tt0070754,Superman,Superman
