year_film,year_ceremony,ceremony,category,name,film,winner,date,reducedString,tconst,primaryTitle,originalTitle
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,True,1960,spartacus,tt12432710,Spartacus,Spartacus
1960,1961,33,ACTOR IN A SUPPORTING ROLE,Chill Wills,The Alamo,False,1960,alamo,tt0318974,The Alamo,The Alamo
1960,1961,33,ACTRESS,Deborah Kerr,The Sundowners,False,1960,sundowners,tt5537330,Sundowners,Sundowners
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,Janet Leigh,Psycho,False,1960,psycho,tt0155975,Psycho,Psycho
1960,1961,33,ART DIRECTION (Color),Art Direction:  Ted Haworth;  Set Decoration:  William Kiernan,Pepe,False,1960,pepe,tt10781034,Pepe,Pepe
1960,1961,33,DOCUMENTARY (Short Subject),United States Information Agency,Beyond Silence,False,1960,beyond silence,tt5863968,Beyond the Silence,Beyond the Silence
1960,1961,33,DOCUMENTARY (Short Subject),"Colin Low, Producer",Universe,False,1960,universe,tt6722822,Universe,Universe
1960,1961,33,FOREIGN LANGUAGE FILM,Italy,Kapo,False,1960,kapo,tt0213761,Kapo,Kapo
1960,1961,33,FOREIGN LANGUAGE FILM,France,La Vérité,False,1960,la verite,tt1683446,La vérité,La vérité
1960,1961,33,FOREIGN LANGUAGE FILM,France,La Vérité,False,1960,la verite,tt5923478,La Vérité,La Vérité
1960,1961,33,FOREIGN LANGUAGE FILM,France,La Vérité,False,1960,la verite,tt8323120,The Truth,La vérité
1960,1961,33,FOREIGN LANGUAGE FILM,Mexico,Macario,False,1960,macario,tt0332227,Macario,Macario
1960,1961,33,SHORT SUBJECT (Cartoon),Warner Bros.,High Note,False,1960,high note,tt7676992,High Note,High Note
1960,1961,33,SHORT SUBJECT (Cartoon),Warner Bros.,High Note,False,1960,high note,tt9308382,The High Note,The High Note
1960,1961,33,SPECIAL EFFECTS,Visual Effects by A.J. Lohman,The Last Voyage,False,1960,last voyage,tt18930516,Last Voyage,Last Voyage
1960,1961,33,SPECIAL EFFECTS,"Visual Effects by Gene Warren, Tim Baar",The Time Machine,True,1960,time machine,tt0268695,The Time Machine,The Time Machine
1960,1961,33,SPECIAL EFFECTS,"Visual Effects by Gene Warren, Tim Baar",The Time Machine,True,1960,time machine,tt1830868,Time Machine,Time Machine
1961,1962,34,ACTOR,Charles Boyer,Fanny,False,1961,fanny,tt0072967,Fanny,Fanny
1961,1962,34,ACTOR,Paul Newman,The Hustler,False,1961,hustler,tt0141266,The Hustler,The Hustler
1961,1962,34,ACTOR,Paul Newman,The Hustler,False,1961,hustler,tt0365351,Hustler,Hustler
1961,1962,34,ACTOR,Stuart Whitman,The Mark,False,1961,mark,tt0410300,The Mark,The Mark
1961,1962,34,ACTOR,Stuart Whitman,The Mark,False,1961,mark,tt11102876,Mark..!,Mark..!
1961,1962,34,ACTOR,Stuart Whitman,The Mark,False,1961,mark,tt13276738,Mark,Mark
1961,1962,34,ACTOR IN A SUPPORTING ROLE,George Chakiris,West Side Story,True,1961,west side story,tt3581652,West Side Story,West Side Story
1961,1962,34,ACTRESS,Sophia Loren,Two Women,True,1961,two women,tt2572624,Two Women,Two Women
1961,1962,34,CINEMATOGRAPHY (Black-and-White),Daniel L. Fapp,"One, Two, Three",False,1961,one two three,tt0145211,"One, Two, Three","One, Two, Three"
1961,1962,34,CINEMATOGRAPHY (Black-and-White),Daniel L. Fapp,"One, Two, Three",False,1961,one two three,tt1176960,One Two Three,One Two Three
1961,1962,34,COSTUME DESIGN (Color),Bill Thomas,Babes in Toyland,False,1961,babes in toyland,tt0168473,Babes in Toyland,Babes in Toyland
1961,1962,34,FILM EDITING,Philip W. Anderson,The Parent Trap,False,1961,parent trap,tt0120783,The Parent Trap,The Parent Trap
1961,1962,34,FOREIGN LANGUAGE FILM,Spain,Placido,False,1961,placido,tt0130946,Plácido,Plácido
1961,1962,34,WRITING (Story and Screenplay--written directly for the screen),"Valentin Yoshov, Grigori Chukhrai",Ballad of a Soldier,False,1961,ballad of a soldier,tt2646360,Ballad of a Soldier,Ballad of a Soldier
1962,1963,35,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,The Manchurian Candidate,False,1962,manchurian candidate,tt0368008,The Manchurian Candidate,The Manchurian Candidate
1962,1963,35,ART DIRECTION (Black-and-White),"Art Direction:  Ted Haworth, Leon Barsacq, Vincent Korda;  Set Decoration:  Gabriel Bechir",The Longest Day,False,1962,longest day,tt0276293,The Longest Day,The Longest Day
1962,1963,35,CINEMATOGRAPHY (Color),"Harry Stradling, Sr.",Gypsy,False,1962,gypsy,tt28297432,Gypsy,Gypsy
1962,1963,35,COSTUME DESIGN (Black-and-White),Denny Vachlioti,Phaedra,False,1962,phaedra,tt8337916,Phaedra,Phaedra
1962,1963,35,COSTUME DESIGN (Color),Bill Thomas,Bon Voyage!,False,1962,bon voyage,tt0310778,Bon Voyage,Bon voyage
1962,1963,35,DOCUMENTARY (Feature),"Louis Clyde Stoumen, Producer",Black Fox,True,1962,black fox,tt0133443,Black Fox,Black Fox
1962,1963,35,FOREIGN LANGUAGE FILM,Greece,Electra,False,1962,electra,tt0112942,Electra,Electra
1962,1963,35,MUSIC (Music Score--substantially original),Franz Waxman,Taras Bulba,False,1962,taras bulba,tt1242457,Taras Bulba,Taras Bulba
1962,1963,35,MUSIC (Song),Music by Elmer Bernstein; Lyrics by Mack David,Walk on the Wild Side,False,1962,walk on wild side,tt0192768,Walk on the Wild Side,Walk on the Wild Side
1962,1963,35,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",The Hole,True,1962,hole,tt0242527,The Hole,The Hole
1962,1963,35,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",The Hole,True,1962,hole,tt1704721,Hole,Hole
1962,1963,35,SHORT SUBJECT (Live Action),"Martina Huguenot van der Linden and Charles Huguenot van der Linden, Producers",Big City Blues,False,1962,big city blues,tt0165107,Big City Blues,Big City Blues
1962,1963,35,SHORT SUBJECT (Live Action),"Robert Clouse, Producer",The Cadillac,False,1962,cadillac,tt0144125,Cadillac,Cadillac
1962,1963,35,SHORT SUBJECT (Live Action),"Herman van der Horst, Producer",Pan,False,1962,pan,tt0070503,Pan,Pan
1962,1963,35,WRITING (Screenplay--based on material from another medium),Vladimir Nabokov,Lolita,False,1962,lolita,tt0119558,Lolita,Lolita
1963,1964,36,ACTOR,Paul Newman,Hud,False,1963,hud,tt0091230,"Vilde, the Wild One",Hud
1963,1964,36,ACTOR IN A SUPPORTING ROLE,John Huston,The Cardinal,False,1963,cardinal,tt10501980,The Cardinal,The Cardinal
1963,1964,36,ACTRESS IN A SUPPORTING ROLE,Margaret Rutherford,The V.I.P.s,True,1963,vips,tt1235548,VIPs,VIPs
1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,True,1963,america america,tt0235179,America America,America America
1963,1964,36,ART DIRECTION (Black-and-White),Gene Callahan,America America,True,1963,america america,tt0327417,"America, America","America, America"
1963,1964,36,CINEMATOGRAPHY (Black-and-White),George Folsey,The Balcony,False,1963,balcony,tt1056167,The Balcony,The Balcony
1963,1964,36,CINEMATOGRAPHY (Black-and-White),George Folsey,The Balcony,False,1963,balcony,tt11809492,Balcony,Balcony
1963,1964,36,CINEMATOGRAPHY (Black-and-White),Lucien Ballard,The Caretakers,False,1963,caretakers,tt2606314,Unthinkable,Caretakers
1963,1964,36,CINEMATOGRAPHY (Black-and-White),Lucien Ballard,The Caretakers,False,1963,caretakers,tt3522000,The Caretakers,The Caretakers
1963,1964,36,COSTUME DESIGN (Black-and-White),Travilla,The Stripper,False,1963,stripper,tt0090092,Stripper,Stripper
1963,1964,36,COSTUME DESIGN (Color),Piero Tosi,The Leopard,False,1963,leopard,tt1851019,Leopard,Leopard
1963,1964,36,DOCUMENTARY (Feature),"Edgar Anstey, Producer",Terminus,False,1963,terminus,tt0092070,Terminus,Terminus
1963,1964,36,DOCUMENTARY (Short Subject),"Simon Schiffrin, Producer",Chagall,True,1963,chagall,tt0297825,Chagall,Chagall
1963,1964,36,FILM EDITING,Ferris Webster,The Great Escape,False,1963,great escape,tt15367466,The Great Escape,The Great Escape
1963,1964,36,FILM EDITING,Ferris Webster,The Great Escape,False,1963,great escape,tt29380433,Great Escape,Great Escape
1963,1964,36,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,Charade,False,1963,charade,tt21611882,Charade,Charade
1963,1964,36,SHORT SUBJECT (Cartoon),"Ernest Pintoff, Producer",The Critic,True,1963,critic,tt13457790,The Critic,The Critic
1963,1964,36,SHORT SUBJECT (Live Action),"Ezra Baker, Producer",The Concert,False,1963,concert,tt1117967,The Concert,The Concert
1963,1964,36,SHORT SUBJECT (Live Action),"Ezra Baker, Producer",The Concert,False,1963,concert,tt2071436,Concert,Concert
1963,1964,36,SHORT SUBJECT (Live Action),"Paul de Roubaix and Marcel Ichac, Producers",An Occurrence at Owl Creek Bridge,True,1963,an occurrence at owl creek bridge,tt0460522,An Occurrence at Owl Creek Bridge,An Occurrence at Owl Creek Bridge
1963,1964,36,SPECIAL EFFECTS,Ub Iwerks,The Birds,False,1963,birds,tt5132264,The Birds,The Birds
1964,1965,37,ACTOR,Rex Harrison,My Fair Lady,True,1964,my fair lady,tt10214520,My Fair Lady,My Fair Lady
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Lee Tracy,The Best Man,False,1964,best man,tt0168501,The Best Man,The Best Man
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Lee Tracy,The Best Man,False,1964,best man,tt0430919,Unhitched,The Best Man
1964,1965,37,ACTOR IN A SUPPORTING ROLE,Lee Tracy,The Best Man,False,1964,best man,tt21383644,Best Man,Best Man
1964,1965,37,COSTUME DESIGN (Black-and-White),Edith Head,A House Is Not a Home,False,1964,a house is not a home,tt2621784,A House Is Not a Home,A House Is Not a Home
1964,1965,37,COSTUME DESIGN (Black-and-White),René Hubert,The Visit,False,1964,visit,tt0139727,The Visit,The Visit
1964,1965,37,DOCUMENTARY (Feature),"Jack Le Vien, Producer",The Finest Hours,False,1964,finest hours,tt2025690,The Finest Hours,The Finest Hours
1964,1965,37,FOREIGN LANGUAGE FILM,Italy,"Yesterday, Today and Tomorrow",True,1964,yesterday today and tomorrow,tt0186715,"Yesterday, Today and Tomorrow","Yesterday, Today and Tomorrow"
1964,1965,37,MUSIC (Music Score--substantially original),Henry Mancini,The Pink Panther,False,1964,pink panther,tt0383216,The Pink Panther,The Pink Panther
1964,1965,37,MUSIC (Song),Music by Henry Mancini; Lyrics by Jay Livingston and Ray Evans,Dear Heart,False,1964,dear heart,tt0345116,Dear Heart,Dear Heart
1964,1965,37,MUSIC (Song),Music by James Van Heusen; Lyrics by Sammy Cahn,Where Love Has Gone,False,1964,where love has gone,tt0439041,Where Love Has Gone,Where Love Has Gone
1964,1965,37,WRITING (Story and Screenplay--written directly for the screen),"Age, Scarpelli, Mario Monicelli",The Organizer,False,1964,organizer,tt6089594,The Organizer,The Organizer
1965,1966,38,ACTOR,Laurence Olivier,Othello,False,1965,othello,tt0081287,Othello,Othello
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Ian Bannen,The Flight of the Phoenix,False,1965,flight of phoenix,tt0377062,Flight of the Phoenix,Flight of the Phoenix
1965,1966,38,ACTRESS,Julie Christie,Darling,True,1965,darling,tt0319257,Darling,Darling
1965,1966,38,ACTRESS,Samantha Eggar,The Collector,False,1965,collector,tt0844479,The Collector,The Collector
1965,1966,38,ACTRESS,Samantha Eggar,The Collector,False,1965,collector,tt1999121,Collector,Collector
1965,1966,38,ART DIRECTION (Black-and-White),Art Direction:  Robert Emmet Smith;  Set Decoration:  Frank Tuttle,King Rat,False,1965,king rat,tt4664460,King Rat,King Rat
1965,1966,38,CINEMATOGRAPHY (Black-and-White),Loyal Griggs,In Harm's Way,False,1965,in harms way,tt1711478,In Harm's Way,In Harm's Way
1965,1966,38,CINEMATOGRAPHY (Black-and-White),Conrad Hall,Morituri,False,1965,morituri,tt0087745,Morituri,Morituri
1965,1966,38,DOCUMENTARY (Feature),"Marshall Flaum, Producer",Let My People Go,False,1965,let my people go,tt1841713,Let My People Go!,Let My People Go!
1965,1966,38,DOCUMENTARY (Short Subject),Mafilm Productions,Ouverture,False,1965,ouverture,tt0296128,Ouverture,Ouverture
1965,1966,38,DOCUMENTARY (Short Subject),Vision Associates Productions,Point of View,False,1965,point of view,tt0100382,Point of View,Point of View
1965,1966,38,FOREIGN LANGUAGE FILM,Sweden,Dear John,False,1965,dear john,tt0092853,Dear John,Dear John
1965,1966,38,MUSIC (Song),Music by Johnny Mandel; Lyrics by Paul Francis Webster,The Sandpiper,True,1965,sandpiper,tt0448106,The Sandpiper,The Sandpiper
1965,1966,38,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Snow,False,1965,snow,tt0117675,Snow,Snow
1965,1966,38,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Snow,False,1965,snow,tt9675446,The Search for Snow,Snow
1965,1966,38,SHORT SUBJECT (Live Action),"Jim Henson, Producer",Time Piece,False,1965,time piece,tt0816679,Time Piece,Time Piece
1965,1966,38,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Shenandoah,False,1965,shenandoah,tt1697996,Shenandoah,Shenandoah
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Franklin Coen, Frank Davis",The Train,False,1965,train,tt1015474,Train,Train
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Franklin Coen, Frank Davis",The Train,False,1965,train,tt1095431,The Train,The Train
1966,1967,39,ACTOR,Michael Caine,Alfie,False,1966,alfie,tt0375173,Alfie,Alfie
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,True,1966,fortune cookie,tt0210688,Fortune Cookie,Fortune Cookie
1966,1967,39,ACTRESS,Vanessa Redgrave,Morgan!,False,1966,morgan,tt1943765,Morgan,Morgan
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Jocelyne Lagarde,Hawaii,False,1966,hawaii,tt12938436,Hawaii,Hawaii
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  John McCarthy, John Austin",Gambit,False,1966,gambit,tt0225834,Gambit,Gambit
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Arthur Lonergan;  Set Decoration:  Robert Benton, James Payne",The Oscar,False,1966,oscar,tt0102603,Oscar,Oscar
1966,1967,39,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Seconds,False,1966,seconds,tt1218511,Seconds,Seconds
1966,1967,39,CINEMATOGRAPHY (Color),Conrad Hall,The Professionals,False,1966,professionals,tt11937714,The Professionals,The Professionals
1966,1967,39,DOCUMENTARY (Feature),"Peter Watkins, Producer",The War Game,True,1966,war game,tt26681810,War Game,War Game
1966,1967,39,DOCUMENTARY (Short Subject),"Marin Karmitz and Vladimir Forgency, Producers",Adolescence,False,1966,adolescence,tt24094140,Adolescence,Adolescence
1966,1967,39,FILM EDITING,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",Grand Prix,True,1966,grand prix,tt14401508,Grand Prix,Grand Prix
1966,1967,39,FOREIGN LANGUAGE FILM,Yugoslavia,Three,False,1966,three,tt0159790,The Third Vehicle,Three
1966,1967,39,FOREIGN LANGUAGE FILM,Yugoslavia,Three,False,1966,three,tt0224251,Three,Three
1966,1967,39,FOREIGN LANGUAGE FILM,Yugoslavia,Three,False,1966,three,tt0377309,Survival Island,Three
1966,1967,39,MUSIC (Original Music Score),Toshiro Mayuzumi,The Bible,False,1966,bible,tt0211248,Bible!,Bible!
1966,1967,39,MUSIC (Original Music Score),Toshiro Mayuzumi,The Bible,False,1966,bible,tt4653646,The Bible,The Bible
1966,1967,39,MUSIC (Original Music Score),John Barry,Born Free,True,1966,born free,tt10975258,Born Free,Born Free
1967,1968,40,ACTOR,Dustin Hoffman,The Graduate,False,1967,graduate,tt27641562,The Graduate,The Graduate
1967,1968,40,ACTOR,Dustin Hoffman,The Graduate,False,1967,graduate,tt6925244,Graduate,Graduate
1967,1968,40,ACTOR,Rod Steiger,In the Heat of the Night,True,1967,in heat of night,tt0141339,In the Heat of the Night,In the Heat of the Night
1967,1968,40,ACTOR,Spencer Tracy,Guess Who's Coming to Dinner,False,1967,guess whos coming to dinner,tt4264990,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner
1967,1968,40,ACTOR IN A SUPPORTING ROLE,John Cassavetes,The Dirty Dozen,False,1967,dirty dozen,tt13399384,The Dirty Dozen,The Dirty Dozen
1967,1968,40,ACTRESS,Dame Edith Evans,The Whisperers,False,1967,whisperers,tt0481301,The Whisperers,The Whisperers
1967,1968,40,ART DIRECTION,"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown",Camelot,True,1967,camelot,tt5531990,Camelot,Camelot
1967,1968,40,ART DIRECTION,"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Doctor Dolittle,False,1967,doctor dolittle,tt0118998,Doctor Dolittle,Doctor Dolittle
1967,1968,40,ART DIRECTION,"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi",The Taming of the Shrew,False,1967,taming of shrew,tt0303124,Taming of the Shrew,Taming of the Shrew
1967,1968,40,ART DIRECTION,"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi",The Taming of the Shrew,False,1967,taming of shrew,tt5104924,The Taming of the Shrew,The Taming of the Shrew
1967,1968,40,DOCUMENTARY (Feature),"Murray Lerner, Producer",Festival,False,1967,festival,tt0116297,Festival,Festival
1967,1968,40,DOCUMENTARY (Feature),"Murray Lerner, Producer",Festival,False,1967,festival,tt1801835,The Festival,The Festival
1967,1968,40,DOCUMENTARY (Feature),"Carroll Ballard, Producer",Harvest,False,1967,harvest,tt0107084,The Harvest,The Harvest
1967,1968,40,DOCUMENTARY (Feature),"Carroll Ballard, Producer",Harvest,False,1967,harvest,tt0125778,Harvest,Harvest
1967,1968,40,DOCUMENTARY (Short Subject),"Christopher Chapman, Producer",A Place to Stand,False,1967,a place to stand,tt3914262,A Place to Stand,A Place to Stand
1967,1968,40,DOCUMENTARY (Short Subject),"Mark Harris and Trevor Greenwood, Producers",The Redwoods,True,1967,redwoods,tt1252329,Redwoods,Redwoods
1967,1968,40,FOREIGN LANGUAGE FILM,Spain,El Amor Brujo,False,1967,el amor brujo,tt0090636,El amor brujo,El amor brujo
1967,1968,40,MUSIC (Original Music Score),Richard Rodney Bennett,Far from the Madding Crowd,False,1967,far from madding crowd,tt2935476,Far from the Madding Crowd,Far from the Madding Crowd
1967,1968,40,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,Casino Royale,False,1967,casino royale,tt0381061,Casino Royale,Casino Royale
1967,1968,40,SHORT SUBJECT (Cartoon),"Fred Wolf, Producer",The Box,True,1967,box,tt0072727,The Box,The Box
1967,1968,40,SHORT SUBJECT (Cartoon),"Fred Wolf, Producer",The Box,True,1967,box,tt12966288,Box,Box
1967,1968,40,SHORT SUBJECT (Cartoon),"Robert Verrall and Wolf Koenig, Producers",What on Earth!,False,1967,what on earth,tt1444294,What on Earth?,What on Earth?
1967,1968,40,SPECIAL VISUAL EFFECTS,"Howard A. Anderson, Jr., Albert Whitlock",Tobruk,False,1967,tobruk,tt1224376,Tobruk,Tobruk
1967,1968,40,WRITING (Screenplay--based on material from another medium),"Joseph Strick, Fred Haines",Ulysses,False,1967,ulysses,tt0820160,Ulysses,Ulysses
1968,1969,41,ACTOR,Alan Bates,The Fixer,False,1968,fixer,tt3329586,Fixer,Fixer
1968,1969,41,ACTOR,Alan Bates,The Fixer,False,1968,fixer,tt6189720,The Fixer,The Fixer
1968,1969,41,ACTOR,Ron Moody,Oliver!,False,1968,oliver,tt0086041,Oliver,Oliver
1968,1969,41,ACTOR,Cliff Robertson,Charly,True,1968,charly,tt0330136,Charly,Charly
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Seymour Cassel,Faces,False,1968,faces,tt0214682,Faces,Faces
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Gene Wilder,The Producers,False,1968,producers,tt0395251,The Producers,The Producers
1968,1969,41,ACTRESS,Vanessa Redgrave,Isadora,False,1968,isadora,tt12962118,Isadora,Isadora
1968,1969,41,ACTRESS,Barbra Streisand,Funny Girl,True,1968,funny girl,tt8851198,Funny Girl,Funny Girl
1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Rosemary's Baby,True,1968,rosemarys baby,tt4876464,Rosemary's Baby,Rosemary's Baby
1968,1969,41,COSTUME DESIGN,Morton Haack,Planet of the Apes,False,1968,planet of apes,tt0133152,Planet of the Apes,Planet of the Apes
1968,1969,41,DOCUMENTARY (Feature),"David H. Sawyer, Producer",Other Voices,False,1968,other voices,tt0160616,Other Voices,Other Voices
1968,1969,41,DOCUMENTARY (Feature),"Robert Cohn and Alex Grasshoff, Producers",Young Americans,False,1968,young americans,tt0108633,The Young Americans,The Young Americans
1968,1969,41,DOCUMENTARY (Feature),"Robert Cohn and Alex Grasshoff, Producers",Young Americans,False,1968,young americans,tt3319540,Young Americans,Young Americans
1968,1969,41,FILM EDITING,Frank Bracht,The Odd Couple,False,1968,odd couple,tt11024972,Odd Couple,Odd Couple
1968,1969,41,FILM EDITING,Frank Bracht,The Odd Couple,False,1968,odd couple,tt8774960,The Odd Couple,The Odd Couple
1968,1969,41,FILM EDITING,"Fred Feitshans, Eve Newman",Wild in the Streets,False,1968,wild in streets,tt0828135,Wild in the Streets,Wild in the Streets
1968,1969,41,MUSIC (Original Score--for a motion picture [not a musical]),Lalo Schifrin,The Fox,False,1968,fox,tt1324076,Fox,Fox
1968,1969,41,MUSIC (Original Score--for a motion picture [not a musical]),Lalo Schifrin,The Fox,False,1968,fox,tt21067830,The Fox,The Fox
1968,1969,41,MUSIC (Original Score--for a motion picture [not a musical]),Michel Legrand,The Thomas Crown Affair,False,1968,thomas crown affair,tt0155267,The Thomas Crown Affair,The Thomas Crown Affair
1968,1969,41,SHORT SUBJECT (Cartoon),"Wolf Koenig and Jim MacKay, Producers",The House That Jack Built,False,1968,house that jack built,tt1122765,The House That Jack Built,The House That Jack Built
1968,1969,41,SHORT SUBJECT (Live Action),National Film Board of Canada,Duo,False,1968,duo,tt0280618,The Duo,The Duo
1968,1969,41,SHORT SUBJECT (Live Action),National Film Board of Canada,Duo,False,1968,duo,tt0796813,Duo,Duo
1968,1969,41,SHORT SUBJECT (Live Action),National Film Board of Canada,Duo,False,1968,duo,tt16283358,DUO,DUO
1968,1969,41,SHORT SUBJECT (Live Action),National Film Board of Canada,Duo,False,1968,duo,tt8730878,Dúo,Dúo
1968,1969,41,SHORT SUBJECT (Live Action),"John Astin, Producer",Prelude,False,1968,prelude,tt0152095,Prélude,Prélude
1968,1969,41,SHORT SUBJECT (Live Action),"John Astin, Producer",Prelude,False,1968,prelude,tt15411132,Prelude,Prelude
1969,1970,42,ACTOR,John Wayne,True Grit,True,1969,true grit,tt1403865,True Grit,True Grit
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Easy Rider,False,1969,easy rider,tt2613256,Easy Rider,Easy Rider
1969,1970,42,ACTRESS,Jean Simmons,The Happy Ending,False,1969,happy ending,tt14872710,Happy Ending,Happy Ending
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Catherine Burns,Last Summer,False,1969,last summer,tt0305747,The Last Summer,The Last Summer
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Catherine Burns,Last Summer,False,1969,last summer,tt2719868,Last Summer,Last Summer
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Goldie Hawn,Cactus Flower,True,1969,cactus flower,tt6520568,Cactus Flower,Cactus Flower
1969,1970,42,ART DIRECTION,"Art Direction:  John DeCuir, Jack Martin Smith, Herman Blumenthal;  Set Decoration:  Walter M. Scott, George Hopkins, Raphael Bretton","Hello, Dolly!",True,1969,hello dolly,tt7122036,Hello Dolly,Hello Dolly
1969,1970,42,CINEMATOGRAPHY,Daniel Fapp,Marooned,False,1969,marooned,tt15834132,Marooned,Marooned
1969,1970,42,DIRECTING,Costa-Gavras,Z,False,1969,z,tt10727176,Z,Z
1969,1970,42,DIRECTING,Costa-Gavras,Z,False,1969,z,tt3452760,The Z,The Z
1969,1970,42,WRITING (Story and Screenplay--based on material not previously published or produced),"Story by Nicola Badalucco;   Screenplay by Nicola Badalucco, Enrico Medioli, Luchino Visconti",The Damned,False,1969,damned,tt21052704,The Damned,The Damned
1969,1970,42,WRITING (Story and Screenplay--based on material not previously published or produced),"Story by Nicola Badalucco;   Screenplay by Nicola Badalucco, Enrico Medioli, Luchino Visconti",The Damned,False,1969,damned,tt4739392,Damned!,Damned!
1970,1971,43,ACTOR,Jack Nicholson,Five Easy Pieces,False,1970,five easy pieces,tt27766498,Five Easy Pieces,Five Easy Pieces
1970,1971,43,ACTOR,Ryan O'Neal,Love Story,False,1970,love story,tt0234141,Love Story,Love Story
1970,1971,43,ACTOR,Ryan O'Neal,Love Story,False,1970,love story,tt28640407,The Love Story,The Love Story
1970,1971,43,ACTOR,Ryan O'Neal,Love Story,False,1970,love story,tt9076170,Love story,Love story
1970,1971,43,ACTOR IN A SUPPORTING ROLE,Chief Dan George,Little Big Man,False,1970,little big man,tt27163098,Little Big Man,Little Big Man
1970,1971,43,ACTRESS,Glenda Jackson,Women in Love,True,1970,women in love,tt2093310,Women in Love,Women in Love
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Lee Grant,The Landlord,False,1970,landlord,tt0250550,The Landlord,The Landlord
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Lee Grant,The Landlord,False,1970,landlord,tt7787666,the LandLord,the LandLord
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Helen Hayes,Airport,True,1970,airport,tt5836002,The Airport,The Airport
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Helen Hayes,Airport,True,1970,airport,tt8908164,Airport,Airport
1970,1971,43,ART DIRECTION,"Art Direction:  Terry Marsh, Bob Cartwright;  Set Decoration:  Pamela Cornell",Scrooge,False,1970,scrooge,tt12432676,Scrooge,Scrooge
1970,1971,43,COSTUME DESIGN,Nino Novarese,Cromwell,True,1970,cromwell,tt1326755,Cromwell,Cromwell
1970,1971,43,DOCUMENTARY (Feature),"David H. Vowell, Producer",Say Goodbye,False,1970,say goodbye,tt0066336,Say Goodbye,Say Goodbye
1970,1971,43,DOCUMENTARY (Feature),"David H. Vowell, Producer",Say Goodbye,False,1970,say goodbye,tt0159722,Say Good-bye,Say Good-bye
1970,1971,43,DOCUMENTARY (Feature),"Bob Maurice, Producer",Woodstock,True,1970,woodstock,tt9185816,Woodstock: Three Days That Defined a Generation,Woodstock
1970,1971,43,DOCUMENTARY (Short Subject),"Robert McBride, Producer",The Gifts,False,1970,gifts,tt5342372,The Gifts,The Gifts
1970,1971,43,DOCUMENTARY (Short Subject),"Robert McBride, Producer",The Gifts,False,1970,gifts,tt5921062,Gifts,Gifts
1970,1971,43,MUSIC (Original Score),Henry Mancini,Sunflower,False,1970,sunflower,tt0344399,Sunflower,Sunflower
1970,1971,43,MUSIC (Original Score),Henry Mancini,Sunflower,False,1970,sunflower,tt4781222,The Sunflower,The Sunflower
1970,1971,43,MUSIC (Original Song Score),Music by Fred Karlin; lyrics by Tylwyth Kymry,The Baby Maker,False,1970,baby maker,tt16356978,Baby Maker,Baby Maker
